line	trial	grain yield
'MT090025'	CAPWUE_2011_LowN_Bozeman	6065.18
'MT090025'	CAPWUE_2012_HighN_Bozeman	6226
'MT090025'	CAPWUE_2012_Huntley	3532
'MT090025'	CAPWUE_2012_LowN_Bozeman	1774
'MT090025'	SP2-NormN_2011_Crookston	5706.02
'MT090025'	CAPWUE_2012_NormN-Irr_Aberdeen	5679.00000000001
'MT090025'	CAPWUE_2012_NormN-Dry_Aberdeen	5166
'MT090025'	CAPWUE_2013_LowN_Bozeman	6223.509
'MT090025'	CAPWUE_2013_HighN_Bozeman	6695.3824
'MT090025'	CAPWUE_2013_NormN-Irr_Aberdeen	6484.504306
'MT090025'	CAPWUE_2013_LowN-Irr_Aberdeen	6756.293642
'MT090025'	CAPWUE_2013_NormN-Dry_Aberdeen	3674.87
'MT090027'	CAP4_2009_BozemanDry	3407.599255256
'MT090027'	PYT_2009_Bozeman	5812.5974667255
'MT090027'	PYT_2009_Huntley	2996.66
'MT090029'	CAP4_2009_BozemanDry	3167.9433076952
'MT090029'	PYT_2009_Bozeman	5141.2870910477
'MT090029'	PYT_2009_Huntley	3470.1
'MT090031'	CAP4_2009_BozemanDry	3297.8966236962
'MT090031'	PYT_2009_Bozeman	5543.42789547
'MT090031'	PYT_2009_Huntley	3287.18
'MT090036'	CAP4_2009_BozemanDry	2628.6432580256
'MT090036'	PYT_2009_Bozeman	5606.353610766
'MT090036'	PYT_2009_Huntley	2759.94
'MT090039'	CAP4_2009_BozemanDry	3473.9544442948
'MT090039'	PYT_2009_Bozeman	5416.527238554
'MT090039'	PYT_2009_Huntley	3018.18
'MT090040'	CAP4_2009_BozemanDry	3703.879367858
'MT090040'	PYT_2009_Bozeman	5346.1384423881
'MT090040'	PYT_2009_Huntley	3012.8
'MT090041'	CAP4_2009_BozemanDry	2850.22090306
'MT090041'	PYT_2009_Bozeman	5670.115180377
'MT090041'	PYT_2009_Huntley	3088.12
'MT090041'	CAPWUE_2012_HighN_Bozeman	4617
'MT090041'	CAPWUE_2012_Huntley	3705
'MT090041'	CAPWUE_2012_LowN_Bozeman	1592
'MT090046'	CAP4_2009_BozemanDry	3954.0316931054
'MT090046'	PYT_2009_Bozeman	5565.196802127
'MT090046'	PYT_2009_Huntley	2932.1
'MT090046'	CAPWUE_2011_Huntley	2923.62
'MT090046'	CAPWUE_2011_HighN_Bozeman	6484.16
'MT090046'	CAPWUE_2011_LowN_Bozeman	6239.19
'MT090046'	CAPWUE_2012_HighN_Bozeman	5210
'MT090046'	CAPWUE_2012_Huntley	3826
'MT090046'	CAPWUE_2012_LowN_Bozeman	1439
'MT090046'	SP2-NormN_2011_Crookston	6055.50
'MT090046'	CAPWUE_2012_NormN-Irr_Aberdeen	5693.00000000002
'MT090046'	CAPWUE_2012_LowN-Irr_Aberdeen	6963
'MT090046'	CAPWUE_2012_NormN-Dry_Aberdeen	3366
'MT090046'	CAPWUE_2013_LowN_Bozeman	5480.4249
'MT090046'	CAPWUE_2013_HighN_Bozeman	5681.3952
'MT090046'	CAP2Row_Irr_2012_FtCollins	7209.11
'MT090046'	CAP2Row_Dry_2012_FtCollins	3265.36
'MT090046'	CAPWUE_2013_NormN-Irr_Aberdeen	6853.80623800001
'MT090046'	CAPWUE_2013_LowN-Irr_Aberdeen	7026.926768
'MT090046'	CAPWUE_2013_NormN-Dry_Aberdeen	4212.42
'MT090050'	CAP4_2009_BozemanDry	5164.816288488
'MT090050'	PYT_2009_Bozeman	7224.4985832945
'MT090050'	PYT_2009_Huntley	2862.16
'MT090055'	CAP4_2009_BozemanDry	5191.2376872388
'MT090055'	PYT_2009_Bozeman	6681.2712048795
'MT090055'	PYT_2009_Huntley	2603.92
'MT090056'	CAP4_2009_BozemanDry	4532.5658068198
'MT090056'	PYT_2009_Bozeman	5884.6813459755
'MT090056'	PYT_2009_Huntley	2727.66
'MT090057'	CAP4_2009_BozemanDry	4989.0841932644
'MT090057'	PYT_2009_Bozeman	6296.464010076
'MT090057'	PYT_2009_Huntley	3297.94
'MT090058'	CAP4_2009_BozemanDry	4022.531276492
'MT090058'	PYT_2009_Bozeman	6619.902670572
'MT090058'	PYT_2009_Huntley	2792.22
'MT090059'	CAP4_2009_BozemanDry	4561.3920743938
'MT090059'	PYT_2009_Bozeman	6350.1064802535
'MT090059'	PYT_2009_Huntley	2921.34
'MT090063'	CAP4_2009_BozemanDry	5270.3989653824
'MT090063'	PYT_2009_Bozeman	6229.694651946
'MT090063'	PYT_2009_Huntley	3147.3
'MT090064'	CAP4_2009_BozemanDry	5111.5807877856
'MT090064'	PYT_2009_Bozeman	6328.684077345
'MT090064'	PYT_2009_Huntley	3254.9
'MT090065'	CAP4_2009_BozemanDry	4074.1749830906
'MT090065'	PYT_2009_Bozeman	6070.480346154
'MT090065'	PYT_2009_Huntley	3136.54
'MT090066'	CAP4_2009_BozemanDry	3778.343875497
'MT090066'	PYT_2009_Bozeman	6289.2243056835
'MT090066'	PYT_2009_Huntley	3340.98
'MT090084'	CAP4_2009_BozemanDry	5512.54393422
'MT090084'	PYT_2009_Bozeman	6649.504042497
'MT090084'	PYT_2009_Huntley	3357.12
'MT090101'	CAP4_2009_BozemanDry	4179.819376924
'MT090101'	PYT_2009_Bozeman	5679.168682548
'MT090101'	PYT_2009_Huntley	2942.86
'MT090104'	CAP4_2009_BozemanDry	4799.7149794888
'MT090104'	PYT_2009_Bozeman	6048.921416802
'MT090104'	PYT_2009_Huntley	3265.66
'MT090106'	CAP4_2009_BozemanDry	3276.5024097102
'MT090106'	PYT_2009_Bozeman	6286.8044730045
'MT090106'	PYT_2009_Huntley	2275.74
'MT090106'	CAPWUE_2012_HighN_Bozeman	5712
'MT090106'	CAPWUE_2012_Huntley	4356
'MT090106'	CAPWUE_2012_LowN_Bozeman	1888
'MT090109'	CAP4_2009_BozemanDry	4907.6314763884
'MT090109'	PYT_2009_Bozeman	6633.357757581
'MT090109'	PYT_2009_Huntley	2802.98
'MT090122'	CAP4_2009_BozemanDry	4175.898469239
'MT090122'	PYT_2009_Bozeman	6329.021778234
'MT090122'	PYT_2009_Huntley	2862.16
'MT090123'	CAP4_2009_BozemanDry	5654.907672552
'MT090123'	PYT_2009_Bozeman	5738.3314217715
'MT090123'	PYT_2009_Huntley	3254.9
'MT090124'	CAP4_2009_BozemanDry	4812.8640115826
'MT090124'	PYT_2009_Bozeman	6050.6385075195
'MT090124'	PYT_2009_Huntley	2851.4
'MT090126'	CAP4_2009_BozemanDry	5039.883139526
'MT090126'	PYT_2009_Bozeman	6166.3421048565
'MT090126'	PYT_2009_Huntley	3002.04
'MT090127'	CAP4_2009_BozemanDry	5139.7939651932
'MT090127'	PYT_2009_Bozeman	6348.235599321
'MT090127'	PYT_2009_Huntley	3228
'MT090128'	CAP4_2009_BozemanDry	5354.0052192706
'MT090128'	PYT_2009_Bozeman	6359.412191592
'MT090128'	PYT_2009_Huntley	3018.18
'MT090129'	CAP4_2009_BozemanDry	3850.072945808
'MT090129'	PYT_2009_Bozeman	5816.805870612
'MT090129'	PYT_2009_Huntley	2711.52
'MT090130'	CAP4_2009_BozemanDry	4652.093307654
'MT090130'	PYT_2009_Bozeman	6070.8398751405
'MT090130'	PYT_2009_Huntley	3217.24
'MT090131'	CAP4_2009_BozemanDry	5577.902552718
'MT090131'	PYT_2009_Bozeman	6133.1769550095
'MT090131'	PYT_2009_Huntley	3335.6
'MT090139'	CAP4_2009_BozemanDry	4623.1289670606
'MT090139'	PYT_2009_Bozeman	6183.5575438275
'MT090139'	PYT_2009_Huntley	2942.86
'MT090143'	CAP4_2009_BozemanDry	3742.4180616842
'MT090143'	PYT_2009_Bozeman	5489.6414605485
'MT090143'	PYT_2009_Huntley	3281.8
'MT090144'	CAP4_2009_BozemanDry	3516.8702481246
'MT090144'	PYT_2009_Bozeman	6061.873384338
'MT090144'	PYT_2009_Huntley	3082.74
'MT090144'	CAPWUE_2012_HighN_Bozeman	5087
'MT090144'	CAPWUE_2012_Huntley	4335
'MT090144'	CAPWUE_2012_LowN_Bozeman	1832
'MT090146'	CAP4_2009_BozemanDry	3576.4265211282
'MT090146'	PYT_2009_Bozeman	5332.2012379984
'MT090146'	PYT_2009_Huntley	2733.04
'MT090151'	CAP4_2009_BozemanDry	4655.2587726322
'MT090151'	PYT_2009_Bozeman	5874.02376162
'MT090151'	PYT_2009_Huntley	3222.62
'MT090152'	CAP4_2009_BozemanDry	4523.2508003068
'MT090152'	PYT_2009_Bozeman	5840.389941222
'MT090152'	PYT_2009_Huntley	3158.06
'MT090153'	CAP4_2009_BozemanDry	4251.6919427564
'MT090153'	PYT_2009_Bozeman	5960.817249789
'MT090153'	PYT_2009_Huntley	3297.94
'MT090155'	CAP4_2009_BozemanDry	4257.0592432664
'MT090155'	PYT_2009_Bozeman	5981.6602514685
'MT090155'	PYT_2009_Huntley	3534.66
'MT090157'	CAP4_2009_BozemanDry	4862.3354717348
'MT090157'	PYT_2009_Bozeman	5736.993873393
'MT090157'	PYT_2009_Huntley	3109.64
'MT090158'	CAP4_2009_BozemanDry	4818.7266476166
'MT090158'	PYT_2009_Bozeman	6060.079480365
'MT090158'	PYT_2009_Huntley	3287.18
'MT090159'	CAP4_2009_BozemanDry	4596.1986634036
'MT090159'	PYT_2009_Bozeman	7075.769897268
'MT090159'	PYT_2009_Huntley	3303.32
'MT090160'	CAP4_2009_BozemanDry	5123.7744627748
'MT090160'	PYT_2009_Bozeman	7050.5494818615
'MT090160'	PYT_2009_Huntley	3448.58
'MT090161'	CAP4_2009_BozemanDry	5493.083689278
'MT090161'	PYT_2009_Bozeman	7053.651610734
'MT090161'	PYT_2009_Huntley	3679.92
'MT090167'	CAP4_2009_BozemanDry	5469.440161314
'MT090167'	PYT_2009_Bozeman	7208.4932938335
'MT090167'	PYT_2009_Huntley	3351.74
'MT090169'	CAP4_2009_BozemanDry	5387.791519902
'MT090169'	PYT_2009_Bozeman	7478.9110860105
'MT090169'	PYT_2009_Huntley	3518.52
'MT090169'	CAPWUE_2011_Huntley	3100.82
'MT090169'	CAPWUE_2011_HighN_Bozeman	7605.91
'MT090169'	CAPWUE_2011_LowN_Bozeman	7223.67
'MT090169'	CAPWUE_2012_HighN_Bozeman	5949
'MT090169'	CAPWUE_2012_Huntley	3478
'MT090169'	CAPWUE_2012_LowN_Bozeman	1899
'MT090169'	SP2-NormN_2011_Crookston	5074.26
'MT090169'	CAPWUE_2012_NormN-Irr_Aberdeen	7107.00000000001
'MT090169'	CAPWUE_2012_LowN-Irr_Aberdeen	8020
'MT090169'	CAPWUE_2012_NormN-Dry_Aberdeen	3186
'MT090169'	CAPWUE_2013_LowN_Bozeman	6030.9108
'MT090169'	CAPWUE_2013_HighN_Bozeman	7325.5304
'MT090169'	CAP2Row_Irr_2012_FtCollins	7060.88
'MT090169'	CAP2Row_Dry_2012_FtCollins	1867.35
'MT090169'	CAPWUE_2013_NormN-Irr_Aberdeen	7899.383974
'MT090169'	CAPWUE_2013_LowN-Irr_Aberdeen	8531.774074
'MT090169'	CAPWUE_2013_NormN-Dry_Aberdeen	3498.95
'MT090172'	CAP4_2009_BozemanDry	5234.6660949938
'MT090172'	PYT_2009_Bozeman	6653.322497532
'MT090172'	PYT_2009_Huntley	3749.86
'MT090173'	CAP4_2009_BozemanDry	5567.716632074
'MT090173'	PYT_2009_Bozeman	6604.635223041
'MT090173'	PYT_2009_Huntley	3249.52
'MT090174'	CAP4_2009_BozemanDry	5359.9001033474
'MT090174'	PYT_2009_Bozeman	8152.345999761
'MT090174'	PYT_2009_Huntley	3222.62
'MT090175'	CAP4_2009_BozemanDry	6369.653508156
'MT090175'	PYT_2009_Bozeman	6986.444233473
'MT090175'	PYT_2009_Huntley	4099.56
'MT090176'	CAP4_2009_BozemanDry	6242.953254616
'MT090176'	PYT_2009_Bozeman	7753.3304727645
'MT090176'	PYT_2009_Huntley	3739.1
'MT090177'	CAP4_2009_BozemanDry	6064.024728802
'MT090177'	PYT_2009_Bozeman	7296.9882201405
'MT090177'	PYT_2009_Huntley	3427.06
'MT090178'	CAP4_2009_BozemanDry	6100.553247552
'MT090178'	PYT_2009_Bozeman	8090.864009427
'MT090178'	PYT_2009_Huntley	3523.9
'MT090181'	CAP4_2009_BozemanDry	6095.339985588
'MT090181'	PYT_2009_Bozeman	7926.224921409
'MT090181'	PYT_2009_Huntley	3238.76
'MT090182'	CAP4_2009_BozemanDry	4348.6989619512
'MT090182'	PYT_2009_Bozeman	7793.698808088
'MT090182'	PYT_2009_Huntley	3502.38
'MT090183'	CAP4_2009_BozemanDry	6131.718437846
'MT090183'	PYT_2009_Bozeman	7576.6257763635
'MT090183'	PYT_2009_Huntley	3201.1
'MT090183'	SP2-NormN_2011_Crookston	6564.05
'MT090183'	CAPWUE_2012_NormN-Irr_Aberdeen	6571.58333333334
'MT090183'	CAPWUE_2012_LowN-Irr_Aberdeen	6103.66666666665
'MT090183'	CAPWUE_2012_NormN-Dry_Aberdeen	1503
'MT090183'	CAPWUE_2013_LowN_Bozeman	6549.1373
'MT090183'	CAPWUE_2013_HighN_Bozeman	7161.7238666667
'MT090183'	CAP2Row_Dry_2012_FtCollins	3575.42
'MT090183'	CAPWUE_2013_NormN-Irr_Aberdeen	7464.39064791667
'MT090183'	CAPWUE_2013_LowN-Irr_Aberdeen	7044.10190749999
'MT090183'	CAPWUE_2013_NormN-Dry_Aberdeen	4153.78
'MT090184'	CAP4_2009_BozemanDry	6150.967095996
'MT090184'	PYT_2009_Bozeman	7794.305186013
'MT090184'	PYT_2009_Huntley	3470.1
'MT090184'	CAP2Row_Irr_2012_FtCollins	7023.18
'MT090185'	CAP4_2009_BozemanDry	5857.480457472
'MT090185'	PYT_2009_Bozeman	6828.942084123
'MT090185'	PYT_2009_Huntley	3206.48
'MT090186'	CAP4_2009_BozemanDry	6877.933772684
'MT090186'	PYT_2009_Bozeman	7776.4064772405
'MT090186'	PYT_2009_Huntley	3314.08
'MT090187'	CAP4_2009_BozemanDry	6395.591859518
'MT090187'	PYT_2009_Bozeman	7715.3129328045
'MT090187'	PYT_2009_Huntley	3599.22
'MT090188'	CAP4_2009_BozemanDry	5896.485520418
'MT090188'	PYT_2009_Bozeman	7572.3325032615
'MT090188'	PYT_2009_Huntley	3260.28
'MT090189'	CAP4_2009_BozemanDry	5714.005989088
'MT090189'	PYT_2009_Bozeman	7352.0499032985
'MT090189'	PYT_2009_Huntley	3228
'MT090190'	CAP4_2009_BozemanDry	6193.830810612
'MT090190'	PYT_2009_Bozeman	7763.4945881055
'MT090190'	PYT_2009_Huntley	3712.2
'MT090191'	CAP4_2009_BozemanDry	6335.766097042
'MT090191'	PYT_2009_Bozeman	7313.4626249535
'MT090191'	PYT_2009_Huntley	3884.36
'MT090192'	CAP4_2009_BozemanDry	6641.787669658
'MT090192'	PYT_2009_Bozeman	7600.971717312
'MT090192'	PYT_2009_Huntley	3722.96
'MT090193'	CAP4_2009_BozemanDry	6521.404796114
'MT090193'	PYT_2009_Bozeman	8196.8349026205
'MT090193'	PYT_2009_Huntley	3195.72
'MT090193'	CAPWUE_2011_Huntley	2869.20
'MT090193'	CAPWUE_2011_HighN_Bozeman	7933.02
'MT090193'	CAPWUE_2011_LowN_Bozeman	6916.04
'MT090193'	CAPWUE_2012_HighN_Bozeman	6162
'MT090193'	CAPWUE_2012_Huntley	3757
'MT090193'	CAPWUE_2012_LowN_Bozeman	1752
'MT090193'	SP2-NormN_2011_Crookston	5813.55
'MT090193'	CAPWUE_2012_NormN-Irr_Aberdeen	7230.50000000002
'MT090193'	CAPWUE_2012_LowN-Irr_Aberdeen	6426
'MT090193'	CAPWUE_2012_NormN-Dry_Aberdeen	3359
'MT090193'	CAPWUE_2013_LowN_Bozeman	6251.2968
'MT090193'	CAPWUE_2013_HighN_Bozeman	7553.1504
'MT090193'	CAP2Row_Irr_2012_FtCollins	6962.66
'MT090193'	CAP2Row_Dry_2012_FtCollins	3591.90
'MT090193'	CAPWUE_2013_NormN-Irr_Aberdeen	7802.78861149999
'MT090193'	CAPWUE_2013_LowN-Irr_Aberdeen	7235.893679
'MT090193'	CAPWUE_2013_NormN-Dry_Aberdeen	5297.29
'MT090194'	CAP4_2009_BozemanDry	7097.490004414
'MT090194'	PYT_2009_Bozeman	7988.0066101485
'MT090194'	PYT_2009_Huntley	3340.98
'MT090198'	CAP4_2009_BozemanDry	4829.7543507138
'MT090198'	PYT_2009_Bozeman	6292.116057684
'MT090198'	PYT_2009_Huntley	2743.8
'MT090202'	CAP4_2009_BozemanDry	6151.341505798
'MT090202'	PYT_2009_Bozeman	8014.574761815
'MT090202'	PYT_2009_Huntley	2776.08
'MT090202'	CAPWUE_2011_Huntley	2945.05
'MT090202'	CAPWUE_2011_HighN_Bozeman	8154.45
'MT090202'	CAPWUE_2011_LowN_Bozeman	7207.14
'MT090202'	CAPWUE_2012_HighN_Bozeman	6087
'MT090202'	CAPWUE_2012_Huntley	4055
'MT090202'	CAPWUE_2012_LowN_Bozeman	1967
'MT090202'	SP2-NormN_2011_Crookston	6270.57
'MT090202'	CAPWUE_2012_NormN-Irr_Aberdeen	5365.50000000003
'MT090202'	CAPWUE_2012_LowN-Irr_Aberdeen	5882.99999999999
'MT090202'	CAPWUE_2012_NormN-Dry_Aberdeen	6643
'MT090202'	CAPWUE_2013_LowN_Bozeman	6842.5062
'MT090202'	CAPWUE_2013_HighN_Bozeman	8183.7776
'MT090202'	CAP2Row_Irr_2012_FtCollins	6102.68
'MT090202'	CAP2Row_Dry_2012_FtCollins	3012.72
'MT090202'	CAPWUE_2013_NormN-Irr_Aberdeen	8126.15324499997
'MT090202'	CAPWUE_2013_LowN-Irr_Aberdeen	7914.89678999999
'MT090202'	CAPWUE_2013_NormN-Dry_Aberdeen	4877.02
'MT090209'	CAP4_2009_BozemanDry	5965.163597302
'MT090209'	PYT_2009_Bozeman	7233.5950265325
'MT090209'	PYT_2009_Huntley	2738.42
'MT090210'	CAP4_2009_BozemanDry	5099.5660187246
'MT090210'	PYT_2009_Bozeman	6914.0743003305
'MT090210'	PYT_2009_Huntley	3082.74
'MT090212'	CAP4_2009_BozemanDry	5334.4632573472
'MT090212'	PYT_2009_Bozeman	6708.03719283
'MT090212'	PYT_2009_Huntley	3303.32
'MT090216'	CAP4_2009_BozemanDry	4997.9441122486
'MT090216'	PYT_2009_Bozeman	6448.6563927225
'MT090216'	PYT_2009_Huntley	2706.14
'MT090218'	CAP4_2009_BozemanDry	4944.185930612
'MT090218'	PYT_2009_Bozeman	6774.0341314065
'MT090218'	PYT_2009_Huntley	2813.74
'MT090219'	CAP4_2009_BozemanDry	5119.8047695726
'MT090219'	PYT_2009_Bozeman	6614.003132745
'MT090219'	PYT_2009_Huntley	3045.08
'MT090221'	CAP4_2009_BozemanDry	5776.666549422
'MT090221'	PYT_2009_Bozeman	6836.371515528
'MT090221'	PYT_2009_Huntley	2577.02
'MT090223'	CAP4_2009_BozemanDry	4932.3025176942
'MT090223'	PYT_2009_Bozeman	6662.420170704
'MT090223'	PYT_2009_Huntley	3141.92
'MT090224'	CAP4_2009_BozemanDry	5462.613171578
'MT090224'	PYT_2009_Bozeman	7734.267116655
'MT090224'	PYT_2009_Huntley	3018.18
'MT090226'	CAP4_2009_BozemanDry	5292.7939328054
'MT090226'	PYT_2009_Bozeman	7550.46321105
'MT090226'	PYT_2009_Huntley	3701.44
'MT090227'	CAP4_2009_BozemanDry	5624.05941752
'MT090227'	PYT_2009_Bozeman	7224.635727936
'MT090227'	PYT_2009_Huntley	3281.8
'MT090228'	CAP4_2009_BozemanDry	5325.3201211212
'MT090228'	PYT_2009_Bozeman	7114.429317381
'MT090228'	PYT_2009_Huntley	2490.94
'MT090228'	CAPWUE_2012_HighN_Bozeman	5809
'MT090228'	CAPWUE_2012_Huntley	4286
'MT090228'	CAPWUE_2012_LowN_Bozeman	1662
'MT090230'	CAP4_2009_BozemanDry	5738.912455374
'MT090230'	PYT_2009_Bozeman	7794.8806621155
'MT090230'	PYT_2009_Huntley	3071.98
'MT090234'	CAP4_2009_BozemanDry	5544.826317022
'MT090234'	PYT_2009_Bozeman	6808.29450894
'MT090234'	PYT_2009_Huntley	2652.34
'MT090234'	CAPWUE_2011_Huntley	2887.26
'MT090234'	CAPWUE_2011_HighN_Bozeman	6894.16
'MT090234'	CAPWUE_2011_LowN_Bozeman	6427.29
'MT090234'	CAPWUE_2012_HighN_Bozeman	5917
'MT090234'	CAPWUE_2012_Huntley	4140
'MT090234'	CAPWUE_2012_LowN_Bozeman	2047
'MT090234'	SP2-NormN_2011_Crookston	7009.87
'MT090234'	CAPWUE_2012_NormN-Irr_Aberdeen	7540.99999999999
'MT090234'	CAPWUE_2012_LowN-Irr_Aberdeen	7718.00000000001
'MT090234'	CAPWUE_2012_NormN-Dry_Aberdeen	7249
'MT090234'	CAPWUE_2013_LowN_Bozeman	6122.898
'MT090234'	CAPWUE_2013_HighN_Bozeman	6768.2208
'MT090234'	CAP2Row_Irr_2012_FtCollins	7050.34
'MT090234'	CAP2Row_Dry_2012_FtCollins	3583.66
'MT090234'	CAPWUE_2013_NormN-Irr_Aberdeen	8043.54628100001
'MT090234'	CAPWUE_2013_LowN-Irr_Aberdeen	8513.49717
'MT090234'	CAPWUE_2013_NormN-Dry_Aberdeen	4896.57
'MT090235'	CAP4_2009_BozemanDry	3650.4792370574
'MT090235'	PYT_2009_Bozeman	5970.095910657
'MT090235'	PYT_2009_Huntley	3158.06
'MT090236'	CAP4_2009_BozemanDry	4792.7277902998
'MT090236'	PYT_2009_Bozeman	5638.6119756165
'MT090236'	PYT_2009_Huntley	3453.96
'MT090236'	CAPWUE_2011_Huntley	3054.11
'MT090236'	CAPWUE_2011_HighN_Bozeman	6685.81
'MT090236'	CAPWUE_2011_LowN_Bozeman	5932.61
'MT090236'	CAPWUE_2012_HighN_Bozeman	5717
'MT090236'	CAPWUE_2012_Huntley	4479
'MT090236'	CAPWUE_2012_LowN_Bozeman	2055
'MT090236'	SP2-NormN_2011_Crookston	5598.48
'MT090236'	CAPWUE_2012_NormN-Irr_Aberdeen	7278.50000000001
'MT090236'	CAPWUE_2012_LowN-Irr_Aberdeen	7375
'MT090236'	CAPWUE_2012_NormN-Dry_Aberdeen	2966
'MT090236'	CAPWUE_2013_LowN_Bozeman	5574.8076
'MT090236'	CAPWUE_2013_HighN_Bozeman	6646.9832
'MT090236'	CAP2Row_Irr_2012_FtCollins	6268.50
'MT090236'	CAP2Row_Dry_2012_FtCollins	4338.84
'MT090236'	CAPWUE_2013_NormN-Irr_Aberdeen	6504.076951
'MT090236'	CAPWUE_2013_LowN-Irr_Aberdeen	6305.952298
'MT090236'	CAPWUE_2013_NormN-Dry_Aberdeen	4935.67
'MT090237'	CAP4_2009_BozemanDry	4657.3503532954
'MT090237'	PYT_2009_Bozeman	6123.353907798
'MT090237'	PYT_2009_Huntley	3125.78
'MT090239'	CAP4_2009_BozemanDry	4365.898004514
'MT090239'	PYT_2009_Bozeman	6112.057240797
'MT090239'	PYT_2009_Huntley	3335.6
'MT080162'	PYT_2008_Huntley	3801.81
'HAYS'	CAPWUE_2012_HighN_Bozeman	5536
'HAYS'	CAPWUE_2012_Huntley	3552
'HAYS'	CAPWUE_2012_LowN_Bozeman	1697
'02AB17271'	CAPWUE_2012_NormN-Irr_Aberdeen	
'02AB17271'	CAPWUE_2012_LowN-Irr_Aberdeen	
'02AB17271'	CAPWUE_2012_NormN-Dry_Aberdeen	3355
'02AB17271'	CAPWUE_2013_NormN-Irr_Aberdeen	
'02AB17271'	CAPWUE_2013_LowN-Irr_Aberdeen	
'02AB17271'	CAPWUE_2013_NormN-Dry_Aberdeen	3195.97
'01AB9663'	CAPWUE_2012_NormN-Irr_Aberdeen	
'01AB9663'	CAPWUE_2012_LowN-Irr_Aberdeen	
'01AB9663'	CAPWUE_2012_NormN-Dry_Aberdeen	5289
'01AB9663'	CAPWUE_2013_NormN-Irr_Aberdeen	
'01AB9663'	CAPWUE_2013_LowN-Irr_Aberdeen	
'01AB9663'	CAPWUE_2013_NormN-Dry_Aberdeen	4065.82
'MARS|CIHO1621'	NSGC_2012_NormN-Irr_Aberdeen	7616
'MARS|CIHO1621'	NSGC_2012_NormN-Dry_Aberdeen	1507
'MARS|CIHO1621'	NSGC_2012_LowN-Dry_Aberdeen	2782
'MARS|CIHO1621'	NSGC_2013_NN-TD_Aberdeen	6633
'DJEBALI|CIHO15290'	NSGC_2012_NormN-Irr_Aberdeen	7599
'DJEBALI|CIHO15290'	NSGC_2012_NormN-Dry_Aberdeen	5125
'DJEBALI|CIHO15290'	NSGC_2012_LowN-Dry_Aberdeen	3031
'DJEBALI|CIHO15290'	NSGC_2013_NN-TD_Aberdeen	4738
'DJEBALI|CIHO15339'	NSGC_2012_NormN-Irr_Aberdeen	6035
'DJEBALI|CIHO15339'	NSGC_2012_NormN-Dry_Aberdeen	3668
'DJEBALI|CIHO15339'	NSGC_2012_LowN-Dry_Aberdeen	4808
'DJEBALI|CIHO15339'	NSGC_2013_NN-TD_Aberdeen	4856
'JEBALI|CIHO15349'	NSGC_2012_NormN-Irr_Aberdeen	4905
'JEBALI|CIHO15349'	NSGC_2012_NormN-Dry_Aberdeen	2513
'JEBALI|CIHO15349'	NSGC_2012_LowN-Dry_Aberdeen	2409
'JEBALI|CIHO15349'	NSGC_2013_NN-TD_Aberdeen	5330
'DJEBALI|CIHO15355'	NSGC_2012_NormN-Irr_Aberdeen	6131
'DJEBALI|CIHO15355'	NSGC_2012_NormN-Dry_Aberdeen	5285
'DJEBALI|CIHO15355'	NSGC_2012_LowN-Dry_Aberdeen	4897
'DJEBALI|CIHO15355'	NSGC_2013_NN-TD_Aberdeen	5982
'BARQUIS'	NSGC_2012_NormN-Irr_Aberdeen	6256
'BARQUIS'	NSGC_2012_NormN-Dry_Aberdeen	2449
'BARQUIS'	NSGC_2012_LowN-Dry_Aberdeen	2534
'BARQUIS'	NSGC_2013_NN-TD_Aberdeen	5982
'GOOD_DELTA'	NSGC_2012_NormN-Irr_Aberdeen	8139
'GOOD_DELTA'	NSGC_2012_NormN-Dry_Aberdeen	5107
'GOOD_DELTA'	NSGC_2012_LowN-Dry_Aberdeen	3084
'GOOD_DELTA'	NSGC_2013_NN-TD_Aberdeen	6278
'1921-07'	NSGC_2012_NormN-Irr_Aberdeen	5278
'1921-07'	NSGC_2012_NormN-Dry_Aberdeen	2876
'1921-07'	NSGC_2012_LowN-Dry_Aberdeen	2445
'HADAKA_MUGI|PI87779'	NSGC_2012_NormN-Irr_Aberdeen	5296
'HADAKA_MUGI|PI87779'	NSGC_2012_NormN-Dry_Aberdeen	3942
'HADAKA_MUGI|PI87779'	NSGC_2012_LowN-Dry_Aberdeen	2516
'HADAKA_MUGI|PI87779'	NSGC_2013_NN-TD_Aberdeen	4501
'5473|PI138711'	NSGC_2012_NormN-Irr_Aberdeen	5385
'5473|PI138711'	NSGC_2012_NormN-Dry_Aberdeen	1696
'5473|PI138711'	NSGC_2012_LowN-Dry_Aberdeen	2303
'5473|PI138711'	NSGC_2013_NN-TD_Aberdeen	5330
'SAGIA'	NSGC_2012_NormN-Irr_Aberdeen	6096
'SAGIA'	NSGC_2012_NormN-Dry_Aberdeen	4041
'SAGIA'	NSGC_2012_LowN-Dry_Aberdeen	2711
'SAGIA'	NSGC_2013_NN-TD_Aberdeen	3909
'COWRA'	NSGC_2012_NormN-Irr_Aberdeen	7481
'COWRA'	NSGC_2012_NormN-Dry_Aberdeen	2673
'COWRA'	NSGC_2012_LowN-Dry_Aberdeen	4097
'COWRA'	NSGC_2013_NN-TD_Aberdeen	5982
'OOWAJAO|PI176113'	NSGC_2012_NormN-Irr_Aberdeen	4472
